Brand,Variety,Style,Country,Stars
314,2064,5,32,medium
138,1617,5,18,medium
110,876,4,17,high
195,1065,5,35,high
106,104,5,31,low
108,1584,5,19,high
329,2292,5,37,low
256,909,5,14,medium
206,1643,5,30,medium
177,303,5,4,low
113,2403,1,18,high
4,377,6,32,low
236,2342,4,33,low
217,423,1,4,high
264,2186,1,5,very_low
192,767,1,18,high
192,1186,5,2,high
192,2238,1,18,high
50,1391,5,18,low
269,556,5,18,medium
108,57,5,19,medium
192,1746,5,18,high
108,55,5,19,medium
192,171,4,35,low
327,80,1,32,very_low
160,2093,4,18,very_low
109,1370,6,18,medium
249,1764,5,30,high
116,2159,1,5,medium
153,2048,5,26,medium
124,100,5,14,medium
276,1716,6,35,high
195,1904,5,30,high
160,891,4,35,low
206,1640,5,30,high
63,1412,4,0,medium
7,1476,6,18,medium
192,1990,5,20,medium
249,28,5,30,medium
33,1770,4,5,medium
192,607,5,18,medium
192,366,6,35,medium
210,1149,5,19,medium
108,1225,5,19,medium
208,1677,5,30,high
195,1489,4,30,medium
110,1252,5,17,medium
208,1113,4,30,medium
65,2254,1,33,medium
192,1748,4,20,medium
233,810,5,18,low
69,1774,5,35,very_low
157,1537,5,33,low
266,986,5,30,medium
254,2259,5,18,medium
204,2367,5,32,high
81,827,1,18,medium
182,1204,5,19,high
11,812,5,32,medium
160,1697,5,35,medium
66,1495,1,33,very_low
84,1136,5,5,medium
192,476,5,16,medium
329,2293,5,37,low
192,450,4,29,high
15,982,5,15,medium
192,627,5,11,medium
224,1080,5,29,high
102,1373,1,35,medium
236,2252,4,33,medium
192,624,5,14,medium
330,774,5,37,medium
159,684,4,19,medium
192,439,4,18,high
327,1159,5,32,low
61,564,5,30,medium
208,290,5,30,high
153,150,5,26,medium
26,925,5,11,medium
309,2073,5,18,medium
153,2179,1,26,medium
293,2343,1,32,very_low
183,2309,5,35,medium
7,2134,1,18,very_low
192,524,4,35,high
6,1871,5,17,high
120,415,4,29,high
192,634,4,33,medium
192,603,1,14,medium
224,1079,5,29,high
192,494,4,35,low
7,1218,4,18,medium
174,563,5,32,high
192,2101,5,35,medium
195,791,5,30,low
311,865,5,35,medium
153,1550,5,26,high
329,1527,5,37,medium
249,288,1,30,medium
120,1945,4,29,medium
343,1835,1,5,medium
310,768,5,18,high
120,1839,4,29,medium
303,2171,2,19,high
332,2255,5,33,medium
206,1679,1,30,medium
168,1282,5,17,medium
308,2375,1,18,high
317,2362,5,19,high
183,1685,1,18,high
192,1529,6,35,medium
327,1162,5,32,medium
192,1126,1,18,high
192,1992,5,20,medium
192,1806,4,6,low
70,315,5,14,medium
327,867,1,32,low
31,1533,5,19,high
192,1974,4,11,medium
298,1190,5,35,very_low
163,1429,1,33,medium
208,257,1,30,high
192,752,1,18,medium
116,2074,1,5,high
68,2132,5,32,high
110,1224,5,17,low
198,1096,4,30,low
165,1913,1,18,high
126,1832,5,32,high
254,1154,1,18,low
120,571,5,29,medium
192,1740,1,18,high
234,1828,5,5,low
147,2361,1,33,low
159,295,5,19,high
157,1405,5,33,high
70,1882,1,14,low
208,854,5,30,medium
327,1174,5,37,low
330,1284,5,37,medium
110,541,5,17,high
274,1387,1,18,high
192,2384,6,18,high
167,1595,5,19,medium
197,1578,5,19,high
258,400,5,30,high
160,1702,5,35,high
344,1885,5,32,medium
157,970,5,33,medium
262,1051,5,18,medium
192,718,5,17,medium
304,1189,5,37,low
225,1956,5,29,high
192,507,4,20,medium
327,841,1,32,medium
12,137,5,27,medium
332,1511,5,33,very_low
192,617,5,11,medium
150,422,1,5,very_low
264,361,1,5,medium
110,306,5,17,medium
196,2092,1,4,very_low
266,2242,5,30,low
160,893,4,35,high
84,1139,5,5,medium
255,1025,5,17,medium
192,1739,5,35,high
165,2030,1,18,high
329,1609,5,37,medium
190,2189,4,18,medium
159,683,4,19,medium
1,1402,1,33,medium
192,459,4,35,medium
237,319,5,33,medium
287,2032,1,18,high
192,618,5,11,medium
21,978,5,8,medium
192,584,5,18,medium
26,942,5,15,low
225,1959,5,29,high
66,2239,1,33,low
331,1845,5,19,medium
6,1872,5,17,high
181,1582,5,19,high
192,529,4,14,medium
160,899,4,35,medium
330,1118,5,37,medium
157,274,1,33,medium
160,1700,5,35,low
159,1587,5,14,medium
331,670,5,19,medium
154,1010,5,33,high
176,2356,4,34,medium
116,2116,5,5,medium
153,2167,1,26,medium
249,1107,1,30,medium
160,2381,6,35,medium
153,2174,1,26,medium
208,163,5,30,medium
206,291,5,30,medium
192,373,6,35,high
208,1110,1,30,high
192,2100,5,35,medium
110,2209,5,17,low
247,2318,5,18,medium
342,1721,5,32,high
347,2222,1,18,medium
192,2005,1,35,low
181,1562,5,29,high
192,2033,1,18,medium
123,1418,1,14,high
180,1188,5,37,medium
332,1671,5,33,medium
192,180,4,14,low
49,186,1,18,medium
240,1165,5,37,low
160,1479,5,18,medium
153,71,5,26,very_low
157,1209,5,33,low
134,1525,5,29,low
241,316,5,34,low
330,1283,5,37,medium
333,273,1,30,medium
120,2229,5,29,low
183,1230,5,29,medium
348,2245,5,18,high
83,2408,5,7,medium
113,766,5,18,high
220,1347,5,1,medium
160,892,4,35,medium
219,1346,4,34,medium
41,2368,5,32,medium
192,616,5,14,high
206,1636,5,30,very_low
219,2269,4,34,very_low
18,342,4,4,medium
157,1074,4,33,medium
314,847,5,32,high
67,558,1,30,high
192,2158,4,33,medium
332,2330,5,33,medium
298,2225,5,35,high
159,299,5,19,medium
35,1408,5,14,medium
195,1672,5,35,medium
192,1451,4,14,high
19,1938,1,5,very_low
53,1676,1,30,high
68,2133,5,32,medium
336,706,5,32,medium
245,1493,5,18,high
210,1007,5,19,medium
162,2261,5,5,high
289,1915,5,18,medium
192,641,5,18,medium
183,1226,5,29,medium
110,1146,5,17,high
115,1046,1,18,medium
320,353,5,32,low
23,2145,5,34,medium
155,17,5,29,medium
254,367,5,4,high
235,1693,5,35,very_low
300,1360,1,35,very_low
16,1645,5,22,medium
319,1930,1,32,medium
120,1787,5,29,medium
160,1087,1,18,medium
332,1008,5,33,medium
157,1522,5,1,medium
177,317,1,4,very_low
189,1554,5,19,high
209,1143,5,37,low
23,2147,5,34,low
88,2332,5,4,low
224,1078,5,29,high
160,42,1,18,medium
179,2091,5,34,low
157,692,5,33,medium
254,1620,4,18,medium
195,1909,1,5,medium
160,2385,6,35,medium
195,169,1,30,medium
101,1653,5,30,medium
295,934,5,34,low
237,966,5,33,medium
249,835,5,30,medium
192,2281,5,35,low
254,1532,6,18,high
92,1782,6,30,medium
4,796,5,32,medium
183,396,5,18,medium
95,2270,5,32,medium
211,324,4,26,medium
208,264,1,30,medium
110,1756,5,17,high
160,1704,5,35,medium
120,1949,5,29,low
342,660,5,32,low
193,1932,4,4,low
182,1206,5,19,high
353,925,5,23,medium
177,199,1,4,low
195,1965,4,35,high
192,577,1,14,medium
183,1022,6,18,medium
19,1963,4,5,very_low
49,1363,1,18,high
192,231,1,35,medium
343,300,5,5,medium
138,1223,5,18,high
160,1703,5,35,low
62,362,5,9,medium
153,1547,5,26,low
153,2172,1,26,medium
354,2315,5,32,medium
22,956,5,33,low
158,328,5,35,medium
7,2140,6,18,very_low
206,1726,5,30,medium
350,1647,1,33,medium
192,602,5,11,medium
289,2036,5,18,medium
195,1425,1,30,low
195,1972,5,30,high
94,994,5,19,high
59,546,4,17,high
249,287,5,30,medium
308,1393,1,18,low
160,890,4,35,medium
192,424,4,14,medium
327,1161,1,32,medium
110,542,5,17,medium
342,1720,5,32,medium
291,8,5,35,medium
192,630,5,18,medium
131,1614,5,25,low
339,976,5,4,very_low
256,911,5,14,low
177,202,1,4,low
271,43,5,32,high
183,1019,6,18,high
289,704,5,18,high
112,277,5,18,high
328,2358,1,32,low
314,1941,5,32,high
131,285,5,25,very_low
181,1570,5,19,high
315,348,5,32,low
241,547,5,34,very_low
240,1156,5,37,medium
29,788,4,4,very_low
195,1398,5,30,medium
159,296,5,19,high
34,551,5,32,high
11,2196,5,32,medium
183,857,5,18,medium
157,538,4,33,high
192,1735,1,18,high
110,1931,5,17,low
342,124,5,32,high
19,250,5,5,very_low
155,352,5,16,medium
192,441,4,18,high
7,2139,1,18,medium
192,1734,5,18,high
165,555,1,18,medium
332,409,5,33,low
223,407,1,33,low
77,1278,4,17,high
230,1551,5,26,high
195,1910,5,5,high
225,1961,5,29,high
136,1191,5,35,very_low
298,1771,6,35,high
195,217,1,35,medium
302,1937,5,28,medium
157,123,5,33,medium
144,539,2,35,very_low
329,107,5,37,medium
195,168,1,30,medium
192,178,4,35,low
246,1246,5,17,high
339,945,4,4,low
192,1650,1,29,medium
201,818,5,30,medium
216,1456,5,10,medium
183,2312,1,35,medium
314,1781,5,32,high
291,5,5,35,medium
123,2409,6,5,medium
157,1517,5,1,medium
154,935,5,21,high
256,910,5,14,medium
192,1613,1,18,medium
245,1332,1,18,medium
110,1245,5,17,high
192,1984,4,11,high
103,2232,5,32,very_low
195,2405,5,30,high
206,1124,4,30,medium
346,2397,5,35,high
275,1446,4,0,low
155,1798,5,19,high
306,2290,5,34,low
16,1646,5,22,high
52,1881,5,14,medium
136,712,5,35,medium
183,2314,5,18,low
324,742,5,13,medium
192,595,5,18,medium
208,220,1,30,medium
328,2404,4,32,low
343,302,5,5,medium
192,626,5,14,high
84,2023,4,5,low
192,2352,4,14,medium
70,1172,5,14,low
77,1309,5,17,medium
207,128,5,18,low
157,825,5,33,low
195,216,1,35,high
162,1765,6,5,low
268,2017,4,29,medium
332,2365,5,16,medium
192,2393,6,18,high
342,661,5,32,medium
219,1034,4,34,low
183,281,5,18,medium
159,977,5,19,medium
157,536,4,33,medium
181,1581,5,19,high
282,2157,5,17,medium
147,2251,1,33,low
162,96,5,5,medium
174,1944,5,32,high
157,1497,4,33,low
58,1289,5,19,medium
255,1750,5,17,medium
10,765,5,18,low
192,338,1,18,high
76,732,5,30,high
183,1181,5,29,high
192,1982,4,11,low
343,1940,1,5,high
204,1855,5,32,low
326,121,4,34,high
8,1293,5,19,medium
192,449,4,29,medium
155,703,5,0,high
225,1960,5,29,high
160,1706,5,35,low
81,1840,1,18,high
157,939,4,33,medium
219,304,4,34,medium
249,261,1,30,medium
183,394,5,18,medium
333,688,1,30,low
68,2187,5,32,medium
248,354,5,30,low
266,2298,5,30,medium
323,987,5,37,medium
122,303,5,14,medium
168,874,4,17,high
73,807,5,18,high
263,247,5,5,medium
192,384,6,35,medium
192,451,4,35,medium
52,984,5,14,very_low
154,1518,5,1,medium
192,636,4,33,low
344,2288,5,32,high
73,808,5,18,medium
58,1290,5,19,medium
20,2011,5,5,medium
332,2249,4,33,medium
159,294,5,19,high
192,455,4,29,medium
38,1954,5,16,medium
132,721,4,34,very_low
195,222,1,35,medium
157,1730,5,21,high
133,1028,5,23,very_low
147,2119,4,33,low
153,320,5,26,low
155,1874,5,29,high
123,2364,1,14,medium
206,1641,5,30,low
336,1032,1,32,high
147,2330,4,33,medium
110,1274,5,17,high
331,550,5,19,medium
296,1927,5,11,medium
208,292,5,30,high
208,1127,5,30,high
173,252,5,18,very_low
154,1000,5,33,medium
208,1649,5,30,medium
15,942,5,15,medium
120,947,5,29,high
157,1245,5,33,high
136,713,5,35,very_low
256,805,5,14,low
116,99,1,5,medium
160,2386,6,35,medium
199,1202,1,19,high
277,72,1,33,low
52,884,6,14,low
192,461,4,20,high
73,1813,5,18,high
306,2289,5,34,low
54,2322,4,35,very_low
92,1783,6,30,low
192,1738,5,35,high
89,2247,5,33,very_low
241,134,5,34,low
312,16,5,0,low
208,2049,1,30,medium
258,1847,1,30,medium
311,863,4,35,low
120,574,5,29,high
195,272,5,30,medium
155,26,5,16,medium
34,903,5,32,high
192,1791,4,14,medium
192,2007,1,35,medium
167,1591,5,19,medium
183,305,5,29,medium
249,289,5,30,high
192,518,4,29,high
192,589,1,14,high
350,1526,5,33,low
183,1477,5,18,medium
110,2043,5,17,high
149,2202,5,32,medium
329,1599,5,37,very_low
243,331,5,35,high
285,1217,5,16,medium
206,1058,5,30,medium
63,1442,4,0,medium
169,873,4,17,very_low
248,1618,5,30,low
134,1184,1,29,high
51,191,5,32,medium
183,1237,1,18,low
353,938,5,23,high
161,1375,5,18,medium
195,1491,4,30,low
330,1117,5,37,low
134,1276,5,29,medium
208,647,6,30,medium
206,1060,5,30,medium
346,402,5,35,medium
256,1463,5,14,medium
192,455,4,14,medium
192,730,1,18,low
195,61,5,30,medium
324,743,5,23,low
208,2224,5,30,medium
159,941,5,19,medium
192,1542,6,35,low
192,382,6,35,medium
65,2251,1,33,low
4,668,5,32,medium
160,1705,5,35,medium
51,2131,5,32,high
206,1056,5,30,medium
276,2376,5,35,high
192,517,4,5,medium
255,1998,5,17,medium
20,89,5,5,low
192,609,5,18,low
2,2158,4,33,medium
349,1623,1,18,high
192,179,4,35,medium
231,1604,6,30,medium
286,330,5,32,high
192,379,6,35,high
192,515,4,35,medium
126,1943,5,32,high
110,907,5,17,high
134,1515,5,29,medium
208,1384,5,30,high
192,764,1,18,high
225,1957,5,29,high
346,1333,5,35,medium
195,1632,5,30,medium
240,1155,5,37,high
154,1004,5,33,medium
206,286,1,30,medium
163,86,1,33,medium
150,421,4,5,very_low
192,516,4,14,medium
195,1350,5,30,medium
254,2200,4,18,medium
231,1788,6,30,medium
192,380,6,35,medium
350,141,5,33,medium
4,770,5,32,medium
19,2069,5,5,low
154,537,4,33,medium
208,2028,5,30,high
177,2060,5,4,low
95,1944,5,32,high
232,654,4,35,low
16,1339,5,22,medium
153,1368,5,26,low
23,2148,5,34,low
159,682,4,19,low
192,436,4,18,high
123,1419,5,5,low
206,1062,1,30,medium
52,913,5,14,medium
78,323,5,37,low
329,1280,5,37,medium
95,1478,5,32,high
183,2120,5,35,medium
91,110,1,30,medium
192,581,1,14,low
110,303,4,17,low
192,482,4,35,medium
177,141,5,4,low
192,481,4,14,medium
155,20,5,29,medium
52,2072,5,14,low
157,2342,5,33,low
55,71,5,5,medium
192,445,4,35,medium
195,229,1,35,high
162,63,5,5,very_low
133,1029,5,23,low
154,1603,1,33,low
249,1825,5,30,medium
256,1406,5,14,high
324,741,5,23,medium
183,858,6,18,medium
16,1075,5,22,medium
112,1817,1,18,medium
346,1334,5,35,high
329,2351,5,37,medium
192,601,5,18,medium
205,1332,1,35,medium
160,32,5,35,medium
162,1635,5,5,high
330,1474,1,37,low
225,1955,5,29,high
208,651,6,30,high
154,960,5,21,high
119,1443,5,32,very_low
254,146,4,35,medium
183,1180,1,29,high
332,1512,5,33,low
116,245,5,5,medium
248,141,5,30,medium
273,781,5,35,medium
110,1755,5,17,medium
160,895,4,35,medium
320,1486,5,32,medium
132,928,5,34,medium
136,2233,5,35,low
107,1249,6,35,very_low
192,434,4,18,medium
84,1135,5,5,low
263,248,5,5,medium
152,759,5,32,medium
16,27,5,22,medium
59,2066,4,17,high
192,472,4,33,medium
87,1193,1,30,medium
162,2060,5,5,medium
94,1575,5,19,high
342,1895,5,32,medium
336,2360,5,32,medium
136,1858,5,35,low
281,747,5,17,high
177,1439,4,4,very_low
168,1304,5,17,low
160,1864,5,18,medium
330,736,5,37,medium
162,70,1,5,medium
192,2006,1,18,low
110,1258,5,17,low
157,1928,5,33,medium
153,2045,5,26,medium
280,927,4,19,medium
276,2207,6,35,medium
298,715,5,35,medium
110,1757,5,17,high
342,2108,5,32,medium
160,750,6,18,high
192,491,4,2,high
277,1598,1,33,medium
336,65,5,32,very_low
208,1131,5,30,high
55,1482,5,5,medium
192,502,4,11,low
130,999,6,33,medium
249,815,1,30,very_low
141,1824,5,28,medium
11,2198,5,32,medium
192,495,4,35,medium
134,1433,4,29,low
340,1254,5,17,high
265,929,4,0,low
34,905,5,32,high
154,1001,5,33,medium
327,97,5,32,high
22,1519,5,33,medium
11,2195,5,32,medium
221,727,5,19,medium
84,1137,1,5,medium
110,1761,5,17,low
168,1091,5,17,high
116,2075,1,5,high
208,1128,1,30,high
157,2243,5,33,very_low
192,580,4,14,medium
19,2058,5,5,medium
192,1682,1,35,medium
227,1410,5,30,medium
208,208,1,30,medium
194,1606,1,37,low
248,213,1,30,medium
93,266,6,5,medium
192,1454,4,14,medium
192,1089,6,18,high
314,1780,5,32,high
282,723,5,17,high
192,613,4,14,medium
4,666,5,32,medium
206,1638,5,30,very_low
330,775,5,37,medium
248,34,4,30,low
183,392,5,18,low
188,833,6,5,very_low
73,806,5,18,medium
55,71,1,5,high
227,1389,5,30,medium
192,576,1,14,medium
176,1556,4,34,low
183,282,5,18,medium
94,1574,1,19,medium
319,2138,1,32,medium
43,1298,5,19,medium
162,2118,5,5,high
249,1846,4,18,low
192,449,4,14,medium
134,2083,1,29,low
3,1366,4,37,low
4,912,5,32,medium
96,547,5,29,medium
192,485,4,35,medium
192,368,6,35,very_low
31,1459,5,19,high
153,1548,5,26,medium
192,464,4,35,low
181,1566,2,18,high
208,2411,5,30,medium
319,9,5,32,medium
183,687,1,29,high
51,189,5,32,medium
192,518,4,29,medium
162,2061,5,5,medium
132,924,5,34,low
219,198,4,34,medium
86,31,5,37,medium
190,2126,1,18,medium
157,1524,5,1,medium
23,2150,5,34,low
251,795,1,18,medium
206,2054,5,30,medium
52,793,4,14,medium
192,599,5,18,low
192,510,4,20,low
268,158,4,29,low
248,212,1,30,medium
275,1448,4,0,medium
244,2331,5,18,medium
195,1492,4,30,medium
214,1553,5,26,low
208,167,1,30,medium
152,760,5,32,high
4,663,5,32,high
97,754,5,17,medium
195,790,5,30,medium
227,1432,5,30,medium
206,1057,5,30,high
110,1762,5,17,low
192,582,5,14,medium
208,729,5,30,high
249,1985,5,30,medium
112,1487,5,18,medium
331,980,5,19,medium
231,1776,6,30,medium
117,152,5,35,high
192,954,5,33,medium
207,129,5,18,high
192,500,4,35,medium
157,998,1,33,high
70,1856,1,14,medium
99,1379,5,18,high
291,3,5,35,high
192,470,4,16,low
44,1503,5,23,medium
282,1859,5,17,high
120,1662,5,29,medium
354,2206,5,32,low
313,1198,5,17,medium
192,590,5,14,medium
9,2362,5,19,high
192,952,5,33,medium
277,411,1,33,medium
123,673,5,5,medium
195,2095,5,35,high
192,1043,5,29,high
23,2152,5,34,medium
159,298,4,19,high
