Brand,Variety,Style,Country,Stars
15,982,5,15,0
192,627,5,11,0
224,1080,5,29,1
102,1373,1,35,0
236,2252,4,33,0
192,624,5,14,1
330,774,5,37,0
159,684,4,19,0
192,439,4,18,1
327,1159,5,32,0
61,564,5,30,1
208,290,5,30,1
153,150,5,26,0
26,925,5,11,0
309,2073,5,18,0
153,2179,1,26,0
293,2343,1,32,0
183,2309,5,35,0
7,2134,1,18,0
192,524,4,35,1
6,1871,5,17,1
120,415,4,29,1
192,634,4,33,0
192,603,1,14,0
224,1079,5,29,1
192,494,4,35,0
7,1218,4,18,0
174,563,5,32,1
192,2101,5,35,0
195,791,5,30,0
311,865,5,35,0
153,1550,5,26,1
329,1527,5,37,0
249,288,1,30,1
120,1945,4,29,0
343,1835,1,5,0
310,768,5,18,1
120,1839,4,29,0
303,2171,2,19,1
332,2255,5,33,0
206,1679,1,30,0
168,1282,5,17,0
308,2375,1,18,1
317,2362,5,19,1
183,1685,1,18,1
192,1529,6,35,1
327,1162,5,32,1
192,1126,1,18,1
192,1992,5,20,1
192,1806,4,6,0
70,315,5,14,1
327,867,1,32,0
31,1533,5,19,1
192,1974,4,11,0
298,1190,5,35,0
163,1429,1,33,0
208,257,1,30,1
192,752,1,18,1
116,2074,1,5,1
68,2132,5,32,1
110,1224,5,17,0
198,1096,4,30,0
165,1913,1,18,1
126,1832,5,32,1
254,1154,1,18,0
120,571,5,29,0
192,1740,1,18,1
234,1828,5,5,0
147,2361,1,33,0
159,295,5,19,1
157,1405,5,33,1
70,1882,1,14,0
208,854,5,30,1
327,1174,5,37,0
330,1284,5,37,1
110,541,5,17,1
274,1387,1,18,1
192,2384,6,18,1
167,1595,5,19,0
197,1578,5,19,1
258,400,5,30,1
160,1702,5,35,1
344,1885,5,32,0
157,970,5,33,0
262,1051,5,18,0
192,718,5,17,0
304,1189,5,37,0
225,1956,5,29,1
192,507,4,20,1
327,841,1,32,0
12,137,5,27,1
332,1511,5,33,0
192,617,5,11,0
150,422,1,5,0
264,361,1,5,1
110,306,5,17,1
196,2092,1,4,0
266,2242,5,30,0
160,893,4,35,1
84,1139,5,5,0
255,1025,5,17,0
192,1739,5,35,1
165,2030,1,18,1
329,1609,5,37,0
190,2189,4,18,0
159,683,4,19,0
1,1402,1,33,0
192,459,4,35,0
237,319,5,33,0
287,2032,1,18,1
192,618,5,11,0
21,978,5,8,0
192,584,5,18,1
26,942,5,15,0
225,1959,5,29,1
66,2239,1,33,0
331,1845,5,19,0
6,1872,5,17,1
181,1582,5,19,1
192,529,4,14,0
160,899,4,35,0
330,1118,5,37,0
157,274,1,33,0
160,1700,5,35,0
159,1587,5,14,0
331,670,5,19,0
154,1010,5,33,1
176,2356,4,34,0
116,2116,5,5,0
153,2167,1,26,0
249,1107,1,30,1
160,2381,6,35,1
153,2174,1,26,0
208,163,5,30,0
206,291,5,30,1
192,373,6,35,1
208,1110,1,30,1
192,2100,5,35,0
110,2209,5,17,0
247,2318,5,18,1
342,1721,5,32,1
347,2222,1,18,0
192,2005,1,35,0
181,1562,5,29,1
192,2033,1,18,1
123,1418,1,14,1
180,1188,5,37,0
332,1671,5,33,1
192,180,4,14,0
49,186,1,18,0
240,1165,5,37,0
160,1479,5,18,0
153,71,5,26,0
157,1209,5,33,0
134,1525,5,29,0
241,316,5,34,0
330,1283,5,37,0
333,273,1,30,0
120,2229,5,29,0
183,1230,5,29,1
348,2245,5,18,1
83,2408,5,7,0
113,766,5,18,1
220,1347,5,1,1
160,892,4,35,1
219,1346,4,34,0
41,2368,5,32,1
192,616,5,14,1
206,1636,5,30,0
219,2269,4,34,0
18,342,4,4,0
157,1074,4,33,0
314,847,5,32,1
67,558,1,30,1
192,2158,4,33,0
332,2330,5,33,0
298,2225,5,35,1
159,299,5,19,0
35,1408,5,14,1
195,1672,5,35,1
192,1451,4,14,1
19,1938,1,5,0
53,1676,1,30,1
68,2133,5,32,1
336,706,5,32,0
245,1493,5,18,1
210,1007,5,19,0
162,2261,5,5,1
289,1915,5,18,1
192,641,5,18,0
183,1226,5,29,1
110,1146,5,17,1
115,1046,1,18,0
320,353,5,32,0
23,2145,5,34,0
155,17,5,29,1
254,367,5,4,1
235,1693,5,35,0
300,1360,1,35,0
16,1645,5,22,0
319,1930,1,32,0
120,1787,5,29,1
160,1087,1,18,0
332,1008,5,33,0
157,1522,5,1,0
177,317,1,4,0
189,1554,5,19,1
209,1143,5,37,0
23,2147,5,34,0
88,2332,5,4,0
224,1078,5,29,1
160,42,1,18,1
179,2091,5,34,0
157,692,5,33,0
254,1620,4,18,0
195,1909,1,5,0
160,2385,6,35,0
195,169,1,30,0
101,1653,5,30,1
295,934,5,34,0
237,966,5,33,0
249,835,5,30,0
192,2281,5,35,0
254,1532,6,18,1
92,1782,6,30,0
4,796,5,32,0
183,396,5,18,0
95,2270,5,32,1
211,324,4,26,0
208,264,1,30,0
110,1756,5,17,1
160,1704,5,35,0
120,1949,5,29,0
342,660,5,32,0
193,1932,4,4,0
182,1206,5,19,1
353,925,5,23,0
177,199,1,4,0
195,1965,4,35,1
192,577,1,14,0
183,1022,6,18,1
19,1963,4,5,0
49,1363,1,18,1
192,231,1,35,0
343,300,5,5,0
138,1223,5,18,1
160,1703,5,35,0
62,362,5,9,1
153,1547,5,26,0
153,2172,1,26,0
354,2315,5,32,0
22,956,5,33,0
158,328,5,35,0
7,2140,6,18,0
206,1726,5,30,1
350,1647,1,33,1
192,602,5,11,0
289,2036,5,18,1
195,1425,1,30,0
195,1972,5,30,1
94,994,5,19,1
59,546,4,17,1
249,287,5,30,1
308,1393,1,18,0
160,890,4,35,0
192,424,4,14,1
327,1161,1,32,0
110,542,5,17,0
342,1720,5,32,0
291,8,5,35,1
192,630,5,18,1
131,1614,5,25,0
339,976,5,4,0
256,911,5,14,0
177,202,1,4,0
271,43,5,32,1
183,1019,6,18,1
289,704,5,18,1
112,277,5,18,1
328,2358,1,32,0
314,1941,5,32,1
131,285,5,25,0
181,1570,5,19,1
315,348,5,32,0
241,547,5,34,0
240,1156,5,37,0
29,788,4,4,0
195,1398,5,30,1
159,296,5,19,1
34,551,5,32,1
11,2196,5,32,0
183,857,5,18,1
157,538,4,33,1
192,1735,1,18,1
110,1931,5,17,0
342,124,5,32,1
19,250,5,5,0
155,352,5,16,0
192,441,4,18,1
7,2139,1,18,0
192,1734,5,18,1
165,555,1,18,1
332,409,5,33,0
223,407,1,33,0
77,1278,4,17,1
230,1551,5,26,1
195,1910,5,5,1
225,1961,5,29,1
136,1191,5,35,0
298,1771,6,35,1
195,217,1,35,0
302,1937,5,28,1
157,123,5,33,1
144,539,2,35,0
329,107,5,37,0
195,168,1,30,0
192,178,4,35,0
246,1246,5,17,1
339,945,4,4,0
192,1650,1,29,0
201,818,5,30,0
216,1456,5,10,0
183,2312,1,35,0
314,1781,5,32,1
291,5,5,35,1
123,2409,6,5,0
157,1517,5,1,1
154,935,5,21,1
256,910,5,14,1
192,1613,1,18,1
245,1332,1,18,1
110,1245,5,17,1
192,1984,4,11,1
103,2232,5,32,0
195,2405,5,30,1
206,1124,4,30,0
346,2397,5,35,1
275,1446,4,0,0
155,1798,5,19,1
306,2290,5,34,0
16,1646,5,22,1
52,1881,5,14,0
136,712,5,35,0
183,2314,5,18,0
324,742,5,13,0
192,595,5,18,0
208,220,1,30,0
328,2404,4,32,0
343,302,5,5,1
192,626,5,14,1
84,2023,4,5,0
192,2352,4,14,1
70,1172,5,14,0
77,1309,5,17,0
207,128,5,18,0
157,825,5,33,0
195,216,1,35,1
162,1765,6,5,0
268,2017,4,29,0
332,2365,5,16,1
192,2393,6,18,1
342,661,5,32,0
219,1034,4,34,0
183,281,5,18,0
159,977,5,19,0
157,536,4,33,0
181,1581,5,19,1
282,2157,5,17,1
147,2251,1,33,0
162,96,5,5,0
174,1944,5,32,1
157,1497,4,33,0
58,1289,5,19,0
255,1750,5,17,0
10,765,5,18,0
192,338,1,18,1
76,732,5,30,1
183,1181,5,29,1
192,1982,4,11,0
343,1940,1,5,1
204,1855,5,32,0
326,121,4,34,1
8,1293,5,19,0
192,449,4,29,1
155,703,5,0,1
225,1960,5,29,1
160,1706,5,35,0
81,1840,1,18,1
157,939,4,33,0
219,304,4,34,0
249,261,1,30,1
183,394,5,18,0
333,688,1,30,0
68,2187,5,32,0
248,354,5,30,0
266,2298,5,30,1
323,987,5,37,0
122,303,5,14,0
168,874,4,17,1
73,807,5,18,1
263,247,5,5,0
192,384,6,35,1
192,451,4,35,0
52,984,5,14,0
154,1518,5,1,0
192,636,4,33,0
344,2288,5,32,1
73,808,5,18,1
58,1290,5,19,0
20,2011,5,5,0
332,2249,4,33,0
159,294,5,19,1
192,455,4,29,1
38,1954,5,16,0
132,721,4,34,0
195,222,1,35,0
157,1730,5,21,1
133,1028,5,23,0
147,2119,4,33,0
153,320,5,26,0
155,1874,5,29,1
123,2364,1,14,0
206,1641,5,30,0
336,1032,1,32,1
147,2330,4,33,0
110,1274,5,17,1
331,550,5,19,0
296,1927,5,11,0
208,292,5,30,1
208,1127,5,30,1
173,252,5,18,0
154,1000,5,33,1
208,1649,5,30,1
15,942,5,15,0
120,947,5,29,1
157,1245,5,33,1
136,713,5,35,0
256,805,5,14,0
116,99,1,5,0
160,2386,6,35,0
199,1202,1,19,1
277,72,1,33,0
52,884,6,14,0
192,461,4,20,1
73,1813,5,18,1
306,2289,5,34,0
54,2322,4,35,0
92,1783,6,30,0
192,1738,5,35,1
89,2247,5,33,0
241,134,5,34,0
312,16,5,0,0
208,2049,1,30,0
258,1847,1,30,0
311,863,4,35,0
120,574,5,29,1
195,272,5,30,1
155,26,5,16,0
34,903,5,32,1
192,1791,4,14,0
192,2007,1,35,0
167,1591,5,19,0
183,305,5,29,0
249,289,5,30,1
192,518,4,29,1
192,589,1,14,1
350,1526,5,33,0
183,1477,5,18,0
110,2043,5,17,1
149,2202,5,32,0
329,1599,5,37,0
243,331,5,35,1
285,1217,5,16,0
206,1058,5,30,0
63,1442,4,0,0
169,873,4,17,0
248,1618,5,30,0
134,1184,1,29,1
51,191,5,32,0
183,1237,1,18,0
353,938,5,23,1
161,1375,5,18,1
195,1491,4,30,0
330,1117,5,37,0
134,1276,5,29,0
208,647,6,30,0
206,1060,5,30,0
346,402,5,35,1
256,1463,5,14,0
192,455,4,14,0
192,730,1,18,0
195,61,5,30,0
324,743,5,23,0
208,2224,5,30,0
159,941,5,19,0
192,1542,6,35,0
192,382,6,35,0
65,2251,1,33,0
4,668,5,32,1
160,1705,5,35,1
51,2131,5,32,1
206,1056,5,30,0
276,2376,5,35,1
192,517,4,5,0
255,1998,5,17,0
20,89,5,5,0
192,609,5,18,0
2,2158,4,33,0
349,1623,1,18,1
192,179,4,35,0
231,1604,6,30,0
286,330,5,32,1
192,379,6,35,1
192,515,4,35,1
126,1943,5,32,1
110,907,5,17,1
134,1515,5,29,0
208,1384,5,30,1
192,764,1,18,1
225,1957,5,29,1
346,1333,5,35,1
195,1632,5,30,0
240,1155,5,37,1
154,1004,5,33,1
206,286,1,30,1
163,86,1,33,0
150,421,4,5,0
192,516,4,14,0
195,1350,5,30,0
254,2200,4,18,1
231,1788,6,30,0
192,380,6,35,0
350,141,5,33,0
4,770,5,32,1
19,2069,5,5,0
154,537,4,33,1
208,2028,5,30,1
177,2060,5,4,0
95,1944,5,32,1
232,654,4,35,0
16,1339,5,22,1
153,1368,5,26,0
23,2148,5,34,0
159,682,4,19,0
192,436,4,18,1
123,1419,5,5,0
206,1062,1,30,0
52,913,5,14,1
78,323,5,37,0
329,1280,5,37,0
95,1478,5,32,1
183,2120,5,35,1
91,110,1,30,0
192,581,1,14,0
110,303,4,17,0
192,482,4,35,0
177,141,5,4,0
192,481,4,14,0
155,20,5,29,0
52,2072,5,14,0
157,2342,5,33,0
55,71,5,5,1
192,445,4,35,0
195,229,1,35,1
162,63,5,5,0
133,1029,5,23,0
154,1603,1,33,0
249,1825,5,30,0
256,1406,5,14,1
324,741,5,23,0
183,858,6,18,1
16,1075,5,22,0
112,1817,1,18,0
346,1334,5,35,1
329,2351,5,37,0
192,601,5,18,0
205,1332,1,35,0
160,32,5,35,0
162,1635,5,5,1
330,1474,1,37,0
225,1955,5,29,1
208,651,6,30,1
154,960,5,21,1
119,1443,5,32,0
254,146,4,35,0
183,1180,1,29,1
332,1512,5,33,0
116,245,5,5,1
248,141,5,30,1
273,781,5,35,0
110,1755,5,17,1
160,895,4,35,0
320,1486,5,32,0
132,928,5,34,0
136,2233,5,35,0
107,1249,6,35,0
192,434,4,18,0
84,1135,5,5,0
263,248,5,5,1
152,759,5,32,0
16,27,5,22,0
59,2066,4,17,1
192,472,4,33,0
87,1193,1,30,1
162,2060,5,5,0
94,1575,5,19,1
342,1895,5,32,0
336,2360,5,32,0
136,1858,5,35,0
281,747,5,17,1
177,1439,4,4,0
168,1304,5,17,0
160,1864,5,18,0
330,736,5,37,0
162,70,1,5,0
192,2006,1,18,0
110,1258,5,17,0
157,1928,5,33,0
153,2045,5,26,1
280,927,4,19,0
276,2207,6,35,0
298,715,5,35,0
110,1757,5,17,1
342,2108,5,32,1
160,750,6,18,1
192,491,4,2,1
277,1598,1,33,0
336,65,5,32,0
208,1131,5,30,1
55,1482,5,5,0
192,502,4,11,0
130,999,6,33,0
249,815,1,30,0
141,1824,5,28,1
11,2198,5,32,0
192,495,4,35,0
134,1433,4,29,0
340,1254,5,17,1
265,929,4,0,0
34,905,5,32,1
154,1001,5,33,0
327,97,5,32,1
22,1519,5,33,0
11,2195,5,32,0
221,727,5,19,0
84,1137,1,5,0
110,1761,5,17,0
168,1091,5,17,1
116,2075,1,5,1
208,1128,1,30,1
157,2243,5,33,0
192,580,4,14,1
19,2058,5,5,0
192,1682,1,35,0
227,1410,5,30,0
208,208,1,30,0
194,1606,1,37,0
248,213,1,30,0
93,266,6,5,0
192,1454,4,14,1
192,1089,6,18,1
314,1780,5,32,1
282,723,5,17,1
192,613,4,14,1
4,666,5,32,1
206,1638,5,30,0
330,775,5,37,0
248,34,4,30,0
183,392,5,18,0
188,833,6,5,0
73,806,5,18,0
55,71,1,5,1
227,1389,5,30,0
192,576,1,14,1
176,1556,4,34,0
183,282,5,18,0
94,1574,1,19,1
319,2138,1,32,0
43,1298,5,19,0
162,2118,5,5,1
249,1846,4,18,0
192,449,4,14,1
134,2083,1,29,0
3,1366,4,37,0
4,912,5,32,0
96,547,5,29,1
192,485,4,35,0
192,368,6,35,0
31,1459,5,19,1
153,1548,5,26,1
192,464,4,35,0
181,1566,2,18,1
208,2411,5,30,0
319,9,5,32,0
183,687,1,29,1
51,189,5,32,0
192,518,4,29,1
162,2061,5,5,1
132,924,5,34,0
219,198,4,34,1
86,31,5,37,0
190,2126,1,18,0
157,1524,5,1,1
23,2150,5,34,0
251,795,1,18,0
206,2054,5,30,0
52,793,4,14,0
192,599,5,18,0
192,510,4,20,0
268,158,4,29,0
248,212,1,30,1
275,1448,4,0,0
244,2331,5,18,0
195,1492,4,30,1
214,1553,5,26,0
208,167,1,30,0
152,760,5,32,1
4,663,5,32,1
97,754,5,17,0
195,790,5,30,0
227,1432,5,30,1
206,1057,5,30,1
110,1762,5,17,0
192,582,5,14,0
208,729,5,30,1
249,1985,5,30,0
112,1487,5,18,0
331,980,5,19,0
231,1776,6,30,1
117,152,5,35,1
192,954,5,33,1
207,129,5,18,1
192,500,4,35,0
157,998,1,33,1
70,1856,1,14,0
99,1379,5,18,1
291,3,5,35,1
192,470,4,16,0
44,1503,5,23,0
282,1859,5,17,1
120,1662,5,29,1
354,2206,5,32,0
313,1198,5,17,0
192,590,5,14,1
9,2362,5,19,1
192,952,5,33,0
277,411,1,33,0
123,673,5,5,0
195,2095,5,35,1
192,1043,5,29,1
23,2152,5,34,0
159,298,4,19,1
